Subnum,trial,run,rule,lastrule,color,shape,number,resp,corr,last_corr,corr_col,corr_shape,corr_num,persev,persev_err,abstime,rt,ptp,unambig,ptpCorr,tent,tent2,corr2,PARPERS,PARPERSERR,
0,44,3,3,2,Yellow,Circle,1,1,1,0,0,0,1,0,0,368123,3416,2,3,0,0,0,1,0,0,
0,45,3,3,2,Green,Triangle,1,1,1,1,0,1,1,0,0,372449,3233,2,0,0,0,0,1,0,0,
0,46,4,1,3,Green,Triangle,2,2,1,1,1,0,1,0,0,376587,5831,3,0,0,0,0,1,0,0,
0,47,4,1,3,Green,Circle,2,2,1,1,1,0,1,0,0,383284,4461,3,0,0,0,0,1,0,0,
0,48,4,1,3,Blue,Star,4,4,1,1,1,0,1,0,0,388612,2325,3,0,0,0,0,1,0,0,
0,49,4,1,3,Red,Triangle,4,4,0,1,0,0,1,1,0,391761,5439,3,3,0,0,0,0,0,0,
0,50,4,1,3,Red,Circle,4,4,0,1,0,1,1,1,0,398023,2865,3,0,0,0,0,0,0,0,
0,51,4,1,3,Yellow,Star,1,1,0,1,0,0,1,1,0,401714,6070,3,3,0,0,0,0,0,0,
0,52,4,1,3,Yellow,Triangle,2,3,1,0,1,0,0,0,0,408690,5741,3,1,0,0,0,1,0,0,
0,53,4,1,3,Yellow,Triangle,4,3,1,0,1,0,0,0,0,415255,11112,3,1,0,0,0,1,0,0,
0,54,4,1,3,Red,Triangle,3,1,1,0,1,1,0,0,0,427195,7651,3,0,0,0,0,1,0,0,
0,55,4,1,3,Green,Circle,1,2,1,0,1,0,0,0,0,435755,3619,3,1,0,0,0,1,0,0,
0,56,4,1,3,Green,Cross,1,2,1,0,1,0,0,0,0,440329,2669,3,1,0,0,0,1,0,0,
0,57,4,1,3,Green,Triangle,3,2,1,0,1,0,0,0,0,443871,2350,3,1,0,0,0,1,0,0,
0,58,4,1,3,Green,Star,2,2,1,1,1,1,1,0,0,447088,3821,3,0,0,0,0,1,0,0,
0,59,4,1,3,Green,Circle,2,2,1,1,1,0,1,0,0,451774,3319,3,0,0,0,0,1,0,0,
0,60,4,1,3,Red,Cross,1,1,1,1,1,0,1,0,0,455958,29293,3,0,0,0,0,1,0,0,
0,61,4,1,3,Blue,Cross,4,4,1,1,1,0,1,0,0,486159,12802,3,0,0,0,0,1,0,0,
0,62,5,2,1,Blue,Cross,3,3,1,0,0,1,1,0,0,499785,13192,1,0,0,0,0,1,0,0,
0,63,5,2,1,Green,Cross,2,3,1,0,0,1,0,0,0,513801,6008,1,2,0,0,0,1,0,0,
0,64,5,2,1,Yellow,Star,2,2,1,0,0,1,1,0,0,520634,8606,1,0,0,0,0,1,0,0,
0,65,5,2,1,Red,Triangle,4,1,1,1,1,1,0,0,0,530108,3947,1,0,0,0,0,1,0,0,
0,66,5,2,1,Green,Triangle,1,1,1,0,0,1,1,0,0,534965,3682,1,0,0,0,0,1,0,0,
0,67,5,2,1,Yellow,Star,4,2,1,0,0,1,0,0,0,539553,13981,1,2,0,0,0,1,0,0,
0,68,5,2,1,Yellow,Star,3,2,1,0,0,1,0,0,0,554399,15998,1,2,0,0,0,1,0,0,
0,69,5,2,1,Blue,Circle,3,4,1,1,1,1,0,0,0,571262,3782,1,0,0,0,0,1,0,0,
0,70,5,2,1,Blue,Triangle,1,1,1,0,0,1,1,0,0,575869,3384,1,0,0,0,0,1,0,0,
0,71,5,2,1,Red,Star,3,2,1,0,0,1,0,0,0,580162,6186,1,2,0,0,0,1,0,0,
0,72,6,3,2,Green,Circle,3,3,1,0,0,0,1,0,0,587212,11503,2,3,0,0,0,1,0,0,
0,73,6,3,2,Yellow,Triangle,3,3,1,0,1,0,1,0,0,599540,4086,2,0,0,0,0,1,0,0,
0,74,6,3,2,Yellow,Triangle,1,1,1,1,0,1,1,0,0,604451,3975,2,0,0,0,0,1,0,0,
0,75,6,3,2,Yellow,Cross,3,3,1,1,1,1,1,0,0,609332,2815,2,0,0,0,0,1,0,0,
0,76,6,3,2,Red,Cross,1,1,1,0,1,0,1,0,0,612971,5431,2,0,0,0,0,1,0,0,
0,77,6,3,2,Yellow,Circle,4,4,1,1,0,1,1,0,0,619312,5017,2,0,0,0,0,1,0,0,
0,78,6,3,2,Blue,Circle,2,2,1,0,0,0,1,0,0,625157,4044,2,3,0,0,0,1,0,0,
0,79,6,3,2,Green,Cross,4,4,1,0,0,0,1,0,0,630066,6350,2,3,0,0,0,1,0,0,
0,80,6,3,2,Red,Cross,2,2,1,0,0,0,1,0,0,637242,2462,2,3,0,0,0,1,0,0,
0,81,6,3,2,Red,Triangle,1,1,1,1,1,1,1,0,0,640571,1589,2,0,0,0,0,1,0,0,
