trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,3720,6059
2,1,3,2,3,1,1704,0
2,2,3,2,1,2,7631,0
2,3,3,2,2,3,9782,0
2,4,3,2,2,1,10910,0
2,5,3,2,3,2,12382,13076
3,1,3,2,3,1,1404,0
3,2,3,2,2,3,3329,4094
4,1,3,4,2,1,3934,0
4,2,3,4,3,2,8750,0
4,3,3,4,3,2,9886,0
4,4,3,4,1,3,11005,11606
5,1,3,4,3,2,7783,0
5,2,3,4,3,1,8950,0
5,3,3,4,2,3,10166,0
5,4,3,4,2,2,11166,0
5,5,3,4,1,2,17617,0
5,6,3,4,3,1,18846,0
5,7,3,4,2,3,20389,0
5,8,3,4,2,3,26421,0
5,9,3,4,1,2,29407,0
5,10,3,4,3,2,30476,0
5,11,3,4,3,1,31434,32073
6,1,3,5,3,1,5849,0
6,2,3,5,1,2,11257,0
6,3,3,5,3,1,12215,0
6,4,3,5,2,2,24236,0
6,5,3,5,2,3,25797,0
6,6,3,5,2,2,29124,0
6,7,3,5,1,2,34495,0
6,8,3,5,3,1,35563,0
6,9,3,5,1,3,40134,0
6,10,3,5,2,1,41258,0
6,11,3,5,3,3,50301,0
6,12,3,5,2,3,55657,0
6,13,3,5,3,3,60280,0
6,14,3,5,3,2,62392,0
6,15,3,5,3,3,63415,0
6,16,3,5,1,2,69639,0
6,17,3,5,3,1,70690,0
6,18,3,5,1,3,74414,0
6,19,3,5,2,3,78978,0
6,20,3,5,2,1,82276,0
6,21,3,5,3,2,86222,0
6,22,3,5,3,3,95150,0
6,23,3,5,2,3,99103,0
6,24,3,5,1,2,100815,0
6,25,3,5,3,1,101760,0
6,26,3,5,2,3,111632,0
6,27,3,5,1,2,113675,0
6,28,3,5,3,2,114826,0
6,29,3,5,3,1,116867,0
6,30,3,5,2,3,118133,0
6,31,3,5,2,3,119144,0
6,20,3,5,<timeout>,3,120035,0
7,1,3,5,3,2,8361,0
7,2,3,5,3,1,10673,0
7,3,3,5,2,3,13293,0
7,4,3,5,1,3,18407,0
7,5,3,5,2,1,21110,0
7,6,3,5,3,2,22429,0
7,7,3,5,3,2,26014,0
7,8,3,5,1,3,29846,0
7,9,3,5,2,3,33382,0
7,10,3,5,2,1,34726,0
7,11,3,5,3,2,35682,36232
8,1,3,5,2,1,1342,0
8,2,3,5,3,2,2927,0
8,3,3,5,2,3,14790,0
8,4,3,5,1,2,16629,0
8,5,3,5,3,2,18693,0
8,6,3,5,3,1,20116,0
8,7,3,5,2,3,22057,0
8,8,3,5,1,3,23156,0
8,9,3,5,2,1,24124,24781
9,1,3,6,2,1,4592,0
9,2,3,6,3,2,6752,0
9,3,3,6,3,2,8039,0
9,4,3,6,1,3,9238,0
9,5,3,6,2,3,10659,0
9,6,3,6,2,3,11587,12128
10,1,3,6,3,2,1880,0
10,2,3,6,3,1,4425,0
10,3,3,6,1,3,10423,0
10,4,3,6,2,2,11976,0
10,5,3,6,2,1,13798,0
10,6,3,6,2,3,15415,0
10,7,3,6,3,2,20231,0
10,8,3,6,2,3,25636,0
10,9,3,6,1,2,27582,0
10,10,3,6,3,1,28567,0
10,11,3,6,3,2,30270,0
10,12,3,6,1,3,31896,0
10,13,3,6,2,1,33028,0
10,14,3,6,2,3,33892,34459
11,1,3,6,3,1,1047,0
11,2,3,6,3,3,2534,0
11,3,3,6,2,3,5909,0
11,4,3,6,1,2,7356,0
11,5,3,6,3,2,8364,0
11,6,3,6,3,1,9694,0
11,7,3,6,2,3,12820,0
11,8,3,6,1,3,13779,0
11,9,3,6,2,1,14796,15455
12,1,3,7,3,1,2887,0
12,2,3,7,3,3,7964,0
12,3,3,7,2,3,10623,0
12,4,3,7,1,2,13802,0
12,5,3,7,3,2,16776,0
12,6,3,7,3,1,17708,0
12,7,3,7,2,3,18632,0
12,8,3,7,2,3,20439,0
12,9,3,7,1,3,21420,22007
13,1,3,7,2,2,2006,0
13,2,3,7,3,2,9867,0
13,3,3,7,3,3,14984,0
13,4,3,7,2,1,17176,0
13,5,3,7,2,3,19360,0
13,6,3,7,1,2,24272,0
13,7,3,7,3,1,25392,0
13,8,3,7,2,2,28746,0
13,9,3,7,3,2,32190,0
13,10,3,7,1,3,33054,0
13,11,3,7,2,1,34230,0
13,12,3,7,2,3,35303,0
13,13,3,7,3,3,36173,0
13,14,3,7,1,2,38582,39131
