trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,3221,5845
2,1,3,2,2,1,2681,0
2,2,3,2,3,2,4201,5008
3,1,3,2,3,1,2116,0
3,2,3,2,2,3,3261,3989
4,1,3,4,3,2,8765,0
4,2,3,4,2,1,10572,0
4,3,3,4,3,2,13684,0
4,4,3,4,2,3,15684,0
4,5,3,4,2,3,17033,0
4,6,3,4,3,2,17846,0
4,7,3,4,1,2,21748,0
4,8,3,4,2,3,23290,0
4,9,3,4,2,3,24451,0
4,10,3,4,3,1,25949,0
4,11,3,4,3,2,28026,0
4,12,3,4,3,2,28669,0
4,13,3,4,1,3,29891,30429
5,1,3,4,2,1,3606,0
5,2,3,4,3,2,4488,0
5,3,3,4,1,2,5366,0
5,4,3,4,3,1,6110,7094
6,1,3,5,3,3,3209,0
6,2,3,5,2,1,6636,0
6,3,3,5,3,2,7378,0
6,4,3,5,3,2,8531,0
6,5,3,5,1,3,9225,0
6,6,3,5,2,3,9865,10346
7,1,3,5,2,1,3563,0
7,2,3,5,3,2,4687,0
7,3,3,5,3,2,5439,0
7,4,3,5,1,3,6154,0
7,5,3,5,2,1,6979,8167
8,1,3,5,2,1,694,0
8,2,3,5,3,2,1669,0
8,3,3,5,3,3,2270,0
8,4,3,5,2,3,9446,0
8,5,3,5,1,2,10573,0
8,6,3,5,3,1,11157,0
8,7,3,5,3,2,12134,0
8,8,3,5,1,3,12854,0
8,9,3,5,2,3,13543,0
8,10,3,5,2,1,14215,14794
9,1,3,6,2,1,9565,0
9,2,3,6,3,2,10625,0
9,3,3,6,3,2,11239,0
9,4,3,6,1,3,11924,0
9,5,3,6,2,3,13182,0
9,6,3,6,2,3,13894,14405
10,1,3,6,3,1,4701,0
10,2,3,6,3,2,5653,0
10,3,3,6,1,3,6300,0
10,4,3,6,2,1,7453,0
10,5,3,6,2,2,8269,0
10,6,3,6,3,2,10534,0
10,7,3,6,1,3,11766,0
10,8,3,6,2,1,12387,0
10,9,3,6,2,3,16235,0
10,10,3,6,1,2,17349,0
10,11,3,6,3,2,18069,0
10,12,3,6,3,1,18779,0
10,13,3,6,2,3,19421,0
10,14,3,6,2,3,20038,20559
11,1,3,6,3,1,827,0
11,2,3,6,1,2,3351,0
11,3,3,6,3,1,4767,0
11,4,3,6,2,2,6015,0
11,5,3,6,1,3,7927,0
11,6,3,6,2,3,8591,0
11,7,3,6,2,1,9247,0
11,8,3,6,3,2,9859,0
11,9,3,6,3,2,10471,0
11,10,3,6,1,3,11110,0
11,11,3,6,2,1,13219,0
11,12,3,6,2,3,14201,0
11,13,3,6,1,2,15323,0
11,14,3,6,3,1,16071,0
11,15,3,6,2,3,16727,17258
12,1,3,7,2,1,6837,0
12,2,3,7,3,2,8496,0
12,3,3,7,3,2,9240,0
12,4,3,7,1,3,10164,0
12,5,3,7,2,1,10892,0
12,6,3,7,2,3,11517,0
12,7,3,7,1,3,12172,12719
13,1,3,7,3,2,570,0
13,2,3,7,2,1,5873,0
13,3,3,7,3,2,6769,0
13,4,3,7,1,3,8930,0
13,5,3,7,2,1,11695,0
13,6,3,7,2,3,13135,0
13,7,3,7,1,2,14735,0
13,8,3,7,3,1,16105,0
13,9,3,7,3,2,17352,0
13,10,3,7,1,3,18129,0
13,11,3,7,2,3,18847,19399
