trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,3406,5714
2,1,3,2,3,1,2824,0
2,2,3,2,2,2,8736,0
2,3,3,2,1,2,12219,0
2,4,3,2,2,3,15009,0
2,5,3,2,2,1,16718,0
2,6,3,2,3,2,17680,18177
3,1,3,2,3,1,3579,0
3,2,3,2,2,3,4891,5414
4,1,3,4,2,1,11580,0
4,2,3,4,3,2,12725,0
4,3,3,4,3,2,13989,0
4,4,3,4,1,3,15500,16340
5,1,3,4,3,2,19304,0
5,2,3,4,3,1,20434,0
5,3,3,4,2,3,21757,0
5,4,3,4,2,2,32021,0
5,5,3,4,1,2,36109,0
5,6,3,4,3,1,38573,0
5,7,3,4,2,3,41438,0
5,8,3,4,2,3,43536,0
5,9,3,4,1,2,44549,0
5,10,3,4,3,2,45357,0
5,11,3,4,3,1,46238,46785
6,1,3,5,3,2,20813,0
6,2,3,5,3,1,22484,0
6,3,3,5,2,3,26676,0
6,4,3,5,1,2,31963,0
6,5,3,5,3,1,36092,0
6,6,3,5,1,1,38348,0
6,7,3,5,2,2,40124,0
6,8,3,5,2,2,41732,0
6,9,3,5,2,2,43284,0
6,10,3,5,1,3,46027,0
6,11,3,5,2,3,47508,0
6,12,3,5,2,1,48740,0
6,13,3,5,3,2,49724,0
6,14,3,5,3,2,52809,0
6,15,3,5,1,3,53636,0
6,16,3,5,2,1,55692,0
6,17,3,5,2,3,56940,0
6,18,3,5,1,2,57718,58239
7,1,3,5,3,2,5596,0
7,2,3,5,3,1,6452,0
7,3,3,5,2,3,8044,0
7,4,3,5,2,2,10884,0
7,5,3,5,1,2,13803,0
7,6,3,5,3,1,14660,0
7,7,3,5,1,3,19884,0
7,8,3,5,2,1,23492,0
7,9,3,5,2,2,27099,0
7,10,3,5,1,3,29643,0
7,11,3,5,2,1,31844,0
7,12,3,5,3,2,33428,0
7,13,3,5,3,2,35433,0
7,14,3,5,1,3,37043,0
7,15,3,5,2,3,38584,0
7,16,3,5,2,1,39476,0
7,17,3,5,3,2,40412,40946
8,1,3,5,2,1,5225,0
8,2,3,5,3,2,6313,0
8,3,3,5,2,3,9601,0
8,4,3,5,1,2,10480,0
8,5,3,5,3,2,11865,0
8,6,3,5,3,1,13881,0
8,7,3,5,2,3,15657,0
8,8,3,5,1,3,16621,0
8,9,3,5,2,1,17402,17899
9,1,3,6,3,1,5037,0
9,2,3,6,1,3,10333,0
9,3,3,6,2,1,11325,0
9,4,3,6,3,2,12324,0
9,5,3,6,3,2,14114,0
9,6,3,6,1,3,15333,0
9,7,3,6,2,3,16146,0
9,8,3,6,2,3,17026,17663
10,1,3,6,3,1,22840,0
10,2,3,6,2,3,26043,0
10,3,3,6,3,2,29048,0
10,4,3,6,3,3,30170,0
10,5,3,6,1,3,34704,0
10,6,3,6,2,1,36248,0
10,7,3,6,3,2,37641,0
10,8,3,6,3,2,38505,0
10,9,3,6,1,3,39474,0
10,10,3,6,2,1,41552,0
10,11,3,6,2,3,42304,42837
11,1,3,6,3,1,8510,0
11,2,3,6,3,2,11949,0
11,3,3,6,1,3,14095,0
11,4,3,6,2,1,15293,0
11,5,3,6,2,3,17990,0
11,6,3,6,1,2,19013,0
11,7,3,6,3,2,22021,0
11,8,3,6,3,1,22829,0
11,9,3,6,2,3,23813,0
11,10,3,6,2,3,24532,25088
12,1,3,7,3,1,3033,0
12,2,3,7,2,2,8817,0
12,3,3,7,3,3,11532,0
12,4,3,7,1,3,20137,0
12,5,3,7,2,1,20817,0
12,6,3,7,3,2,22134,0
12,7,3,7,3,2,28372,0
12,8,3,7,1,3,29117,0
12,9,3,7,2,1,30009,0
12,10,3,7,2,3,31425,0
12,11,3,7,1,3,32192,32735
13,1,3,7,3,1,15534,0
13,2,3,7,2,3,21927,0
13,3,3,7,3,2,24379,0
13,4,3,7,3,2,26663,0
13,5,3,7,2,3,28849,0
13,6,3,7,1,3,30309,0
13,7,3,7,2,1,33782,0
13,8,3,7,3,2,36702,0
13,9,3,7,3,2,41380,0
13,10,3,7,1,3,42094,0
13,11,3,7,2,1,43198,0
13,12,3,7,2,3,44926,0
13,13,3,7,1,2,45643,46196
