trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,4252,6796
2,1,3,2,2,1,2029,0
2,2,3,2,3,2,3585,4455
3,1,3,2,3,1,2173,0
3,2,3,2,2,3,3277,3895
4,1,3,4,3,1,4001,0
4,2,3,4,3,2,6484,0
4,3,3,4,2,3,9444,0
4,4,3,4,1,2,13200,0
4,5,3,4,3,1,14500,0
4,6,3,4,2,3,15754,0
4,7,3,4,1,3,25642,0
4,8,3,4,2,1,27009,0
4,9,3,4,3,2,28386,0
4,10,3,4,3,2,30361,0
4,11,3,4,1,3,31833,0
4,12,3,4,2,1,33105,0
4,13,3,4,2,3,34281,0
4,14,3,4,1,2,35224,0
4,15,3,4,3,2,36289,36818
5,1,3,4,3,2,4220,0
5,2,3,4,3,1,5221,0
5,3,3,4,2,3,6380,0
5,4,3,4,2,2,7217,0
5,5,3,4,1,1,11828,0
5,6,3,4,3,2,16820,0
5,7,3,4,2,2,17954,0
5,8,3,4,1,3,20913,0
5,9,3,4,2,1,23003,0
5,10,3,4,2,3,26266,0
5,11,3,4,1,2,27267,0
5,12,3,4,3,2,28210,0
5,13,3,4,3,1,29097,29685
6,1,3,5,3,2,8167,0
6,2,3,5,2,1,9158,0
6,3,3,5,3,2,12621,0
6,4,3,5,2,3,15142,0
6,5,3,5,2,3,15862,0
6,6,3,5,1,2,17444,0
6,7,3,5,3,1,18254,0
6,8,3,5,3,2,19523,0
6,9,3,5,1,3,20668,0
6,10,3,5,2,3,21541,22144
7,1,3,5,2,3,4205,0
7,2,3,5,3,2,8116,0
7,3,3,5,3,2,8924,0
7,4,3,5,3,1,9940,0
7,5,3,5,2,3,11667,0
7,6,3,5,2,3,12484,0
7,7,3,5,3,2,13388,0
7,8,3,5,2,3,14353,0
7,9,3,5,3,2,16147,0
7,10,3,5,3,2,16923,0
7,11,3,5,1,3,17826,0
7,12,3,5,2,1,18803,0
7,13,3,5,2,3,20106,0
7,14,3,5,1,2,21738,0
7,15,3,5,3,2,24219,0
7,16,3,5,3,1,25082,0
7,17,3,5,2,3,26018,26510
8,1,3,5,2,1,1942,0
8,2,3,5,3,2,3055,0
8,3,3,5,3,3,4294,0
8,4,3,5,1,3,7192,0
8,5,3,5,2,3,10743,0
8,6,3,5,3,1,11695,0
8,7,3,5,1,2,13723,0
8,8,3,5,2,1,18109,0
8,9,3,5,3,2,19486,0
8,10,3,5,3,2,20357,0
8,11,3,5,1,3,21245,0
8,12,3,5,2,3,22141,0
8,13,3,5,2,1,22925,23484
9,1,3,6,3,1,3041,0
9,2,3,6,3,2,4961,0
9,3,3,6,2,3,7001,0
9,4,3,6,2,3,8258,0
9,5,3,6,1,2,10162,0
9,6,3,6,3,1,10977,0
9,7,3,6,3,2,13721,0
9,8,3,6,1,3,14584,0
9,9,3,6,2,3,15453,0
9,10,3,6,2,3,16552,17078
10,1,3,6,3,1,13129,0
10,2,3,6,3,2,14867,0
10,3,3,6,2,3,16327,0
10,4,3,6,2,3,17359,0
10,5,3,6,3,2,18406,0
10,6,3,6,1,3,19559,0
10,7,3,6,2,1,20375,0
10,8,3,6,3,2,21990,0
10,9,3,6,3,2,23112,0
10,10,3,6,1,3,24645,0
10,11,3,6,2,1,25797,0
10,12,3,6,2,3,26509,27020
11,1,3,6,3,2,4071,0
11,2,3,6,3,1,4903,0
11,3,3,6,2,3,6502,0
11,4,3,6,2,3,7711,0
11,5,3,6,1,2,8958,0
11,6,3,6,3,2,9766,0
11,7,3,6,3,1,10501,0
11,8,3,6,2,3,11830,0
11,9,3,6,2,3,12669,13568
12,1,3,7,3,1,1965,0
12,2,3,7,3,3,3400,0
12,3,3,7,2,3,5239,0
12,4,3,7,1,2,6342,0
12,5,3,7,3,2,7216,0
12,6,3,7,3,1,8122,0
12,7,3,7,2,3,9287,0
12,8,3,7,2,3,10103,0
12,9,3,7,1,3,10942,11545
13,1,3,7,3,2,2519,0
13,2,3,7,3,1,4909,0
13,3,3,7,2,3,6308,0
13,4,3,7,2,3,8117,0
13,5,3,7,1,2,9557,0
13,6,3,7,3,2,10685,0
13,7,3,7,3,1,11670,0
13,8,3,7,2,3,13025,0
13,9,3,7,1,3,13756,14349
