trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,4098,6126
2,1,3,2,2,1,2774,0
2,2,3,2,3,2,5365,6567
3,1,3,2,3,1,2407,0
3,2,3,2,2,3,4000,4665
4,1,3,4,3,1,4649,0
4,2,3,4,2,3,13185,0
4,3,3,4,1,2,15337,0
4,4,3,4,3,1,16766,0
4,5,3,4,3,2,18299,0
4,6,3,4,1,3,20849,21512
5,1,3,4,3,1,5233,0
5,2,3,4,3,2,9800,0
5,3,3,4,1,3,13481,0
5,4,3,4,2,1,14528,0
5,5,3,4,2,3,18554,0
5,6,3,4,1,2,23400,0
5,7,3,4,3,1,24420,0
5,8,3,4,2,2,27329,0
5,9,3,4,3,2,29498,0
5,10,3,4,1,3,31352,0
5,11,3,4,2,3,32991,0
5,12,3,4,2,1,34495,0
5,13,3,4,3,2,35450,0
5,14,3,4,3,2,36288,36812
6,1,3,5,2,1,2260,0
6,2,3,5,3,2,4499,0
6,3,3,5,3,2,5995,0
6,4,3,5,1,3,6803,0
6,5,3,5,2,3,7663,8479
7,1,3,5,3,2,4045,0
7,2,3,5,3,1,4925,0
7,3,3,5,2,3,6101,0
7,4,3,5,2,3,7284,0
7,5,3,5,1,2,10868,0
7,6,3,5,3,1,11825,0
7,7,3,5,3,2,13341,0
7,8,3,5,1,3,15252,0
7,9,3,5,2,3,16509,0
7,10,3,5,2,1,17332,0
7,11,3,5,3,2,18562,19271
8,1,3,5,3,1,4307,0
8,2,3,5,3,2,10122,0
8,3,3,5,1,3,11714,0
8,4,3,5,2,3,12755,0
8,5,3,5,2,1,13634,14262
9,1,3,6,3,1,2597,0
9,2,3,6,1,3,4805,0
9,3,3,6,2,1,6302,0
9,4,3,6,3,2,7349,0
9,5,3,6,3,2,8338,0
9,6,3,6,1,3,9374,0
9,7,3,6,2,3,10502,0
9,8,3,6,2,3,11445,12101
10,1,3,6,3,2,1681,0
10,2,3,6,2,1,6034,0
10,3,3,6,3,2,7946,0
10,4,3,6,2,3,10641,0
10,5,3,6,2,3,12257,0
10,6,3,6,1,2,14938,0
10,7,3,6,3,2,16780,0
10,8,3,6,3,1,17866,0
10,9,3,6,2,3,18890,0
10,10,3,6,2,3,19833,20474
11,1,3,6,3,1,7335,0
11,2,3,6,3,3,9159,0
11,3,3,6,2,3,12678,0
11,4,3,6,1,2,14247,0
11,5,3,6,3,2,15127,0
11,6,3,6,3,1,16511,0
11,7,3,6,2,3,17606,0
11,8,3,6,1,3,18483,0
11,9,3,6,2,1,20287,21063
12,1,3,7,3,3,3648,0
12,2,3,7,2,1,6636,0
12,3,3,7,3,2,7835,0
12,4,3,7,3,2,8829,0
12,5,3,7,1,3,10307,0
12,6,3,7,2,1,11268,0
12,7,3,7,2,3,12117,0
12,8,3,7,1,3,13013,13630
13,1,3,7,3,3,5806,0
13,2,3,7,2,1,8850,0
13,3,3,7,3,2,9789,0
13,4,3,7,3,2,10768,0
13,5,3,7,1,3,11629,0
13,6,3,7,2,1,12716,0
13,7,3,7,2,3,13709,0
13,8,3,7,1,2,14627,15251
