trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,3721,6132
2,1,3,2,2,1,2649,0
2,2,3,2,3,2,4240,4881
3,1,3,2,3,1,1646,0
3,2,3,2,2,3,2832,3418
4,1,3,4,3,3,2504,0
4,2,3,4,3,1,4023,0
4,3,3,4,3,2,8023,0
4,4,3,4,2,2,9705,0
4,5,3,4,2,3,12536,0
4,6,3,4,2,3,13607,0
4,7,3,4,3,3,15319,0
4,8,3,4,1,2,17448,0
4,9,3,4,3,1,19097,0
4,10,3,4,3,2,20759,0
4,11,3,4,1,3,22138,23222
5,1,3,4,3,2,2380,0
5,2,3,4,2,1,3788,0
5,3,3,4,3,2,6021,0
5,4,3,4,2,3,7774,0
5,5,3,4,1,2,9364,0
5,6,3,4,3,1,11899,0
5,7,3,4,2,3,13093,0
5,8,3,4,3,2,16092,0
5,9,3,4,1,3,17924,0
5,10,3,4,2,3,20628,0
5,11,3,4,2,1,21556,0
5,12,3,4,3,2,22564,0
5,13,3,4,1,2,23451,0
5,14,3,4,3,1,24317,25313
6,1,3,5,3,1,1152,0
6,2,3,5,2,2,3996,0
6,3,3,5,1,2,6551,0
6,4,3,5,3,1,7616,0
6,5,3,5,2,3,9488,0
6,6,3,5,2,3,10367,0
6,7,3,5,1,2,11448,0
6,8,3,5,3,1,12335,0
6,9,3,5,3,2,13681,0
6,10,3,5,1,3,14839,0
6,11,3,5,2,1,15793,0
6,12,3,5,2,3,16728,0
6,13,3,5,1,2,18025,18502
7,1,3,5,3,1,808,0
7,2,3,5,3,2,2024,0
7,3,3,5,1,3,3208,0
7,4,3,5,2,1,4689,0
7,5,3,5,3,2,6187,0
7,6,3,5,1,3,8696,0
7,7,3,5,2,3,9760,0
7,8,3,5,2,3,12625,0
7,9,3,5,3,1,14281,0
7,10,3,5,3,2,15536,0
7,11,3,5,3,2,16480,0
7,12,3,5,1,3,17519,0
7,13,3,5,2,1,18423,18940
8,1,3,5,2,1,1378,0
8,2,3,5,3,2,2570,0
8,3,3,5,1,2,4586,0
8,4,3,5,3,1,5770,0
8,5,3,5,2,3,10474,0
8,6,3,5,2,3,11545,0
8,7,3,5,1,2,12656,0
8,8,3,5,3,2,13522,0
8,9,3,5,3,1,14546,0
8,10,3,5,2,3,15402,0
8,11,3,5,2,3,16089,16651
9,1,3,6,3,1,1700,0
9,2,3,6,3,2,5470,0
9,3,3,6,1,3,6647,0
9,4,3,6,2,1,7611,0
9,5,3,6,2,3,11186,0
9,6,3,6,1,2,12426,0
9,7,3,6,3,2,13363,0
9,8,3,6,3,1,15906,0
9,9,3,6,2,3,16898,0
9,10,3,6,2,3,17668,0
9,11,3,6,1,3,18426,18933
10,1,3,6,3,2,981,0
10,2,3,6,3,1,2182,0
10,3,3,6,2,3,3981,0
10,4,3,6,2,3,4701,0
10,5,3,6,1,2,5948,0
10,6,3,6,3,2,6925,0
10,7,3,6,3,1,8781,0
10,8,3,6,2,3,9541,0
10,9,3,6,1,3,10421,0
10,10,3,6,2,1,11206,11753
11,1,3,6,3,1,813,0
11,2,3,6,3,2,3549,0
11,3,3,6,1,3,4330,0
11,4,3,6,2,1,5253,0
11,5,3,6,3,2,6398,0
11,6,3,6,1,3,7812,0
11,7,3,6,2,2,8669,0
11,8,3,6,3,3,10563,0
11,9,3,6,2,1,14661,0
11,10,3,6,2,3,15480,0
11,11,3,6,1,2,17852,0
11,12,3,6,3,1,18683,0
11,13,3,6,3,2,19973,0
11,14,3,6,1,3,21019,0
11,15,3,6,2,3,21780,0
11,16,3,6,2,1,22475,23004
12,1,3,7,3,2,922,0
12,2,3,7,3,1,2692,0
12,3,3,7,2,3,4499,0
12,4,3,7,2,3,5234,0
12,5,3,7,1,2,6474,0
12,6,3,7,3,1,8643,0
12,7,3,7,3,2,9764,0
12,8,3,7,1,3,10546,0
12,9,3,7,2,3,11466,0
12,10,3,7,2,3,12200,12734
13,1,3,7,3,2,952,0
13,2,3,7,3,1,6896,0
13,3,3,7,2,3,7569,0
13,4,3,7,2,3,8282,0
13,5,3,7,1,2,9103,0
13,6,3,7,3,1,9950,0
13,7,3,7,3,2,12811,0
13,8,3,7,1,3,13544,0
13,9,3,7,2,3,14384,14929
