trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,2,2,874,0
1,2,3,1,3,1,1834,2412
2,1,3,2,2,1,949,0
2,2,3,2,3,2,1694,2142
3,1,3,2,2,2,1940,0
3,2,3,2,3,1,2909,0
3,3,3,2,2,3,3707,4193
4,1,3,4,2,1,2102,0
4,2,3,4,3,2,3157,0
4,20,3,4,<timeout>,2,119990,0
5,1,3,4,2,1,3548,0
5,2,3,4,3,2,4579,0
5,3,3,4,1,2,5654,0
5,4,3,4,3,1,17768,18402
6,20,3,5,<timeout>,1,120033,0
