trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,3911,7386
2,1,3,2,3,1,1447,0
2,2,3,2,1,2,17304,0
2,3,3,2,2,2,19214,0
2,4,3,2,2,3,22685,0
2,5,3,2,2,1,25556,0
2,6,3,2,3,2,27556,28421
3,1,3,2,3,1,2851,0
3,2,3,2,2,3,4810,5950
4,1,3,4,2,3,5446,0
4,2,3,4,3,1,8133,0
4,3,3,4,3,3,10304,0
4,4,3,4,3,3,17830,0
4,5,3,4,3,2,21436,0
4,6,3,4,3,2,24117,0
4,7,3,4,2,2,27643,0
4,8,3,4,1,3,34385,35252
5,1,3,4,3,2,3881,0
5,2,3,4,3,1,6138,0
5,3,3,4,2,3,13095,0
5,4,3,4,2,3,14879,0
5,5,3,4,3,3,19633,0
5,6,3,4,3,3,24133,0
5,7,3,4,3,2,27950,0
5,8,3,4,3,2,29766,0
5,9,3,4,2,3,32300,0
5,10,3,4,2,3,34452,0
5,11,3,4,3,3,39476,0
5,12,3,4,3,2,48667,0
5,13,3,4,3,2,49995,0
5,14,3,4,2,2,51538,0
5,15,3,4,2,2,54674,0
5,16,3,4,2,2,56482,0
5,17,3,4,2,2,59698,0
5,18,3,4,2,3,66601,0
5,19,3,4,2,3,69047,0
5,20,3,4,3,2,79575,0
5,21,3,4,3,2,80968,0
5,22,3,4,1,3,82639,0
5,23,3,4,2,1,83944,0
5,24,3,4,2,3,87390,0
5,25,3,4,1,2,88817,0
5,26,3,4,3,2,91470,0
5,27,3,4,3,1,92863,93651
6,1,3,5,3,1,2691,0
6,2,3,5,2,3,5712,0
6,3,3,5,3,2,8521,0
6,4,3,5,3,2,14338,0
6,5,3,5,2,2,17434,0
6,6,3,5,2,2,19529,0
6,7,3,5,1,1,25017,0
6,8,3,5,2,2,28267,0
6,9,3,5,2,2,32344,0
6,10,3,5,1,1,33547,0
6,11,3,5,2,3,36104,0
6,12,3,5,2,3,37887,0
6,13,3,5,1,2,41252,0
6,14,3,5,3,2,43583,0
6,15,3,5,3,1,45455,0
6,16,3,5,2,3,48350,0
6,17,3,5,1,3,49646,50393
7,1,3,5,2,3,3273,0
7,2,3,5,3,2,7185,0
7,3,3,5,3,1,8788,0
7,4,3,5,1,2,13537,0
7,5,3,5,3,1,14601,0
7,6,3,5,2,2,16464,0
7,7,3,5,2,2,18513,0
7,8,3,5,2,2,21015,0
7,9,3,5,1,1,24432,0
7,10,3,5,2,2,29543,0
7,11,3,5,1,3,33057,0
7,12,3,5,2,3,36862,0
7,13,3,5,3,2,39441,0
