trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,2,2,19728,0
1,2,3,1,3,1,59776,60825
2,1,3,2,2,1,17869,0
2,2,3,2,3,2,70188,118410
