trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,2753,4774
2,1,3,2,3,1,1526,0
2,2,3,2,2,3,5903,0
2,3,3,2,1,2,7253,0
2,4,3,2,3,1,8187,8774
3,1,3,2,3,1,1438,0
3,2,3,2,2,3,2253,2789
4,1,3,4,3,1,1558,0
4,2,3,4,3,2,4013,0
4,3,3,4,2,3,5571,0
4,4,3,4,3,3,8702,0
4,5,3,4,1,3,11826,0
4,6,3,4,2,1,14119,0
4,7,3,4,3,2,15124,0
4,8,3,4,3,3,17470,0
4,9,3,4,1,2,23178,0
4,10,3,4,3,1,26683,0
4,11,3,4,2,3,27762,0
4,12,3,4,1,2,29137,29601
5,1,3,4,3,2,1348,0
5,2,3,4,3,1,3280,0
5,3,3,4,2,3,4245,0
5,4,3,4,2,3,4947,0
5,5,3,4,3,3,7588,0
5,6,3,4,3,2,12644,0
5,7,3,4,3,2,13292,0
5,8,3,4,2,3,16698,0
5,9,3,4,1,2,18123,0
5,10,3,4,3,1,19841,0
5,11,3,4,2,3,21009,0
5,12,3,4,3,2,24240,0
5,13,3,4,1,3,26201,0
5,14,3,4,2,3,27512,0
5,15,3,4,2,1,31976,0
5,16,3,4,3,2,32899,0
5,17,3,4,3,2,35832,0
5,18,3,4,1,3,37592,0
5,19,3,4,2,3,38577,0
5,20,3,4,2,1,40147,0
5,21,3,4,3,2,41264,0
5,22,3,4,3,2,41910,42509
6,1,3,5,2,1,4974,0
6,2,3,5,3,2,5927,0
6,3,3,5,3,2,6571,0
6,4,3,5,1,3,7221,0
6,5,3,5,2,3,7953,8443
7,1,3,5,3,2,2676,0
7,2,3,5,3,1,3277,0
7,3,3,5,2,3,3960,0
7,4,3,5,2,3,6716,0
7,5,3,5,3,3,7909,0
7,6,3,5,3,2,9149,0
7,7,3,5,1,3,9868,0
7,8,3,5,2,1,10651,0
7,9,3,5,3,2,11604,0
7,10,3,5,3,2,13444,0
7,11,3,5,1,3,14416,0
7,12,3,5,2,3,15958,0
7,13,3,5,2,1,17379,0
7,14,3,5,3,2,18134,18631
8,1,3,5,3,2,2837,0
8,2,3,5,3,1,3813,0
8,3,3,5,2,3,4810,0
8,4,3,5,1,3,6013,0
8,5,3,5,2,1,6689,7194
9,1,3,6,3,1,2251,0
9,2,3,6,3,3,3203,0
9,3,3,6,2,3,8963,0
9,4,3,6,1,2,10379,0
9,5,3,6,3,1,11027,0
9,6,3,6,3,2,12571,0
9,7,3,6,2,3,13488,0
9,8,3,6,3,2,17126,0
9,9,3,6,1,3,18265,0
9,10,3,6,2,1,19243,0
9,11,3,6,3,3,20426,0
9,12,3,6,1,3,22593,0
9,13,3,6,2,3,23329,24131
10,1,3,6,3,1,1103,0
10,2,3,6,3,2,5262,0
10,3,3,6,1,3,6415,0
10,4,3,6,2,1,8367,0
10,5,3,6,2,2,10823,0
10,6,3,6,1,2,13852,0
10,7,3,6,2,2,14417,0
10,8,3,6,3,1,15758,0
10,9,3,6,2,3,17838,0
10,10,3,6,2,2,20494,0
10,11,3,6,2,2,25665,0
10,12,3,6,1,2,27997,0
10,13,3,6,3,1,29132,0
10,14,3,6,2,3,33292,0
10,15,3,6,2,2,34564,0
10,16,3,6,1,2,37348,0
10,17,3,6,2,3,39012,0
10,18,3,6,2,1,41460,0
10,19,3,6,3,2,42628,0
10,20,3,6,3,2,44865,0
10,21,3,6,1,3,45835,0
10,22,3,6,2,3,46524,0
10,23,3,6,2,1,47123,47650
11,1,3,6,3,1,856,0
11,2,3,6,2,3,3087,0
11,3,3,6,3,2,4274,0
11,4,3,6,1,2,5327,0
11,5,3,6,3,1,6027,0
11,6,3,6,2,2,7784,0
11,7,3,6,2,3,11975,0
11,8,3,6,2,2,13061,0
11,9,3,6,1,2,14827,0
11,10,3,6,3,1,15566,0
11,11,3,6,2,3,16559,0
11,12,3,6,2,3,18370,0
11,13,3,6,1,2,20002,0
11,14,3,6,3,1,20696,0
11,15,3,6,3,2,21898,0
11,16,3,6,1,3,23368,0
11,17,3,6,2,3,24118,0
11,18,3,6,2,1,24823,25361
12,1,3,7,3,1,3071,0
12,2,3,7,3,3,5054,0
12,3,3,7,2,2,7197,0
12,4,3,7,1,3,9213,0
12,5,3,7,2,1,10242,0
12,6,3,7,3,2,11085,0
12,7,3,7,3,2,11876,0
12,8,3,7,1,3,12604,0
12,9,3,7,2,1,13740,0
12,10,3,7,2,3,14929,0
12,11,3,7,1,3,15668,16214
13,1,3,7,3,1,936,0
13,2,3,7,2,2,6638,0
13,3,3,7,1,3,8037,0
13,4,3,7,2,1,8808,0
13,5,3,7,3,2,10139,0
13,6,3,7,3,2,11735,0
13,7,3,7,1,3,12503,0
13,8,3,7,2,1,13580,0
13,9,3,7,2,3,14527,0
13,10,3,7,1,2,15950,16509
