trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,2,2,577,0
1,2,3,1,3,1,1441,2881
2,1,3,2,2,1,923,0
2,2,3,2,3,2,1618,2088
3,1,3,2,3,1,3509,0
3,2,3,2,2,3,4248,4764
4,20,3,4,<timeout>,3,119938,0
4,20,3,4,<timeout>,3,120091,0
4,20,3,4,<timeout>,3,120244,0
4,20,3,4,<timeout>,3,120397,0
4,20,3,4,<timeout>,3,120550,0
4,20,3,4,<timeout>,3,120703,0
4,20,3,4,<timeout>,3,120856,0
4,20,3,4,<timeout>,3,121009,0
4,20,3,4,<timeout>,3,121162,0
4,20,3,4,<timeout>,3,121315,0
4,20,3,4,<timeout>,3,121468,0
4,20,3,4,<timeout>,3,121621,0
4,20,3,4,<timeout>,3,121774,0
4,20,3,4,<timeout>,3,121927,0
4,20,3,4,<timeout>,3,122081,0
4,20,3,4,<timeout>,3,122234,0
4,20,3,4,<timeout>,3,122387,0
4,20,3,4,<timeout>,3,122540,0
4,20,3,4,<timeout>,3,122693,0
4,20,3,4,<timeout>,3,122847,0
4,20,3,4,<timeout>,3,123000,0
4,20,3,4,<timeout>,3,123152,0
4,20,3,4,<timeout>,3,123305,0
4,20,3,4,<timeout>,3,123458,0
4,20,3,4,<timeout>,3,123614,0
4,20,3,4,<timeout>,3,123768,0
4,20,3,4,<timeout>,3,123923,0
4,20,3,4,<timeout>,3,124079,0
4,20,3,4,<timeout>,3,124233,0
4,20,3,4,<timeout>,3,124387,0
4,20,3,4,<timeout>,3,124541,0
4,20,3,4,<timeout>,3,124695,0
4,20,3,4,<timeout>,3,124849,0
4,20,3,4,<timeout>,3,125002,0
4,20,3,4,2,1,125111,0
4,20,3,4,<timeout>,1,126134,0
4,20,3,4,<timeout>,1,126286,0
4,20,3,4,3,2,126423,0
4,20,3,4,3,2,127063,0
4,20,3,4,<timeout>,2,127643,0
4,20,3,4,1,3,127697,128215
