trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,3968,6819
2,1,3,2,2,1,2225,0
2,2,3,2,3,2,3649,4391
3,1,3,2,3,1,1251,0
3,2,3,2,2,3,2631,3326
4,1,3,4,3,1,1918,0
4,2,3,4,3,2,4111,0
4,3,3,4,2,2,6710,0
4,4,3,4,1,1,8598,0
4,5,3,4,2,2,11687,0
4,6,3,4,1,3,14870,0
4,7,3,4,2,3,16311,0
4,8,3,4,2,1,18118,0
4,9,3,4,3,2,19686,0
4,10,3,4,3,2,20991,0
4,11,3,4,1,3,22143,0
4,12,3,4,2,1,23086,0
4,13,3,4,2,3,25242,0
4,14,3,4,1,2,26664,0
4,15,3,4,3,2,27784,28796
5,1,3,4,3,2,2037,0
5,2,3,4,3,1,2908,0
5,3,3,4,2,3,3915,0
5,4,3,4,2,3,4788,0
5,5,3,4,1,3,7995,0
5,6,3,4,3,2,12060,0
5,7,3,4,3,1,13092,0
5,8,3,4,1,3,20363,0
5,9,3,4,3,1,23460,0
5,10,3,4,2,3,24924,0
5,11,3,4,3,2,26156,0
5,12,3,4,1,3,28707,0
5,13,3,4,2,3,30708,0
5,14,3,4,3,2,33492,0
5,15,3,4,3,1,34652,0
5,16,3,4,2,2,37181,0
5,17,3,4,3,2,38989,0
5,18,3,4,1,3,40755,0
5,19,3,4,2,1,42020,0
5,20,3,4,2,3,43115,0
5,21,3,4,1,2,44572,0
5,22,3,4,3,1,45709,0
5,23,3,4,3,2,46624,47365
6,1,3,5,2,1,3652,0
6,2,3,5,3,2,4908,0
6,3,3,5,3,2,5852,0
6,4,3,5,1,3,6932,0
6,5,3,5,2,3,7941,8416
7,1,3,5,3,2,2955,0
7,2,3,5,3,1,4297,0
7,3,3,5,2,3,5435,0
7,4,3,5,2,3,7506,0
7,5,3,5,1,2,9586,0
7,6,3,5,3,1,10363,0
7,7,3,5,3,2,12939,0
7,8,3,5,1,3,14211,0
7,9,3,5,2,3,15883,0
7,10,3,5,2,1,16692,0
7,11,3,5,3,2,17626,18178
8,1,3,5,2,1,1879,0
8,2,3,5,3,2,2911,0
8,3,3,5,3,3,4730,0
8,4,3,5,1,2,7055,0
8,5,3,5,3,1,7895,0
8,6,3,5,2,2,9957,0
8,7,3,5,2,3,12135,0
8,8,3,5,2,3,12918,0
8,9,3,5,1,2,16643,0
8,10,3,5,3,1,17969,0
8,11,3,5,3,2,19032,0
8,12,3,5,1,3,20384,0
8,13,3,5,2,1,21448,0
8,14,3,5,2,3,22424,23037
9,1,3,6,3,2,2884,0
9,2,3,6,3,1,3932,0
9,3,3,6,2,2,6666,0
9,4,3,6,2,3,9276,0
9,5,3,6,2,3,10459,0
9,6,3,6,3,2,14924,0
9,7,3,6,3,2,16479,0
9,8,3,6,1,3,18428,0
9,9,3,6,2,1,19468,0
9,10,3,6,2,3,20428,0
9,11,3,6,1,3,23084,0
9,12,3,6,3,3,24492,0
9,13,3,6,3,2,25582,0
9,14,3,6,3,2,26612,0
9,15,3,6,3,1,28524,0
9,16,3,6,2,3,29964,0
9,17,3,6,1,3,31028,0
9,18,3,6,2,3,33205,33771
10,1,3,6,3,1,2254,0
10,2,3,6,3,2,4205,0
10,3,3,6,1,3,5412,0
10,4,3,6,2,1,6429,0
10,5,3,6,2,3,7797,0
10,6,3,6,3,2,9429,0
10,7,3,6,3,2,10237,0
10,8,3,6,1,3,11245,0
10,9,3,6,2,3,12431,0
10,10,3,6,2,3,13245,0
10,11,3,6,3,2,14813,0
10,12,3,6,3,2,16156,0
10,13,3,6,2,1,22100,0
10,14,3,6,3,2,24814,0
10,15,3,6,1,3,26509,0
10,16,3,6,2,2,27380,0
10,17,3,6,2,2,28519,0
10,18,3,6,2,3,31853,0
10,19,3,6,2,1,33854,0
10,20,3,6,3,2,35462,0
10,21,3,6,3,2,36294,0
10,22,3,6,1,3,37549,0
10,23,3,6,2,1,38803,0
10,24,3,6,1,3,39910,0
10,25,3,6,2,1,41040,41704
11,1,3,6,2,1,1328,0
11,2,3,6,3,2,3178,0
11,3,3,6,3,2,4857,0
11,4,3,6,1,3,5832,0
11,5,3,6,2,3,7337,0
11,6,3,6,2,1,8105,8639
12,1,3,7,2,1,1046,0
12,2,3,7,3,2,2092,0
12,3,3,7,3,2,3188,0
12,4,3,7,1,1,4614,0
12,5,3,7,2,3,7548,0
12,6,3,7,2,2,8836,0
12,7,3,7,1,1,11236,0
12,8,3,7,3,2,12708,0
12,9,3,7,1,3,13399,0
12,10,3,7,2,1,15412,0
12,11,3,7,2,3,16178,0
12,12,3,7,1,3,16932,17463
13,1,3,7,2,1,656,0
13,2,3,7,3,2,1805,0
13,3,3,7,3,2,3085,0
13,4,3,7,1,3,4021,0
13,5,3,7,2,1,4941,0
13,6,3,7,2,3,5733,0
13,7,3,7,1,2,6669,7221
