trial,move,pegcount,minmove,sourcepeg,destpeg,putime,tottime
1,1,3,1,3,1,4015,6023
2,1,3,2,2,1,2349,0
2,2,3,2,3,2,4349,5200
3,1,3,2,3,1,1135,0
3,2,3,2,3,2,6085,0
3,3,3,2,1,3,7349,0
3,4,3,2,2,1,8821,0
3,5,3,2,2,3,10077,0
3,6,3,2,3,2,12428,0
3,7,3,2,1,2,14380,0
3,8,3,2,3,1,17933,0
3,9,3,2,2,3,19212,0
3,10,3,2,2,3,20378,21030
4,1,3,4,2,1,3063,0
4,2,3,4,3,2,5605,0
4,3,3,4,1,3,8840,0
4,4,3,4,2,1,9999,0
4,5,3,4,3,2,11865,0
4,6,3,4,3,2,13234,0
4,7,3,4,1,3,15162,0
4,8,3,4,2,1,17030,0
4,9,3,4,2,3,21468,0
4,10,3,4,3,3,25989,0
4,11,3,4,1,2,29783,0
4,12,3,4,3,2,32344,0
4,13,3,4,3,1,38326,0
4,14,3,4,2,3,39831,0
4,15,3,4,2,3,41855,0
4,16,3,4,1,2,43111,0
4,17,3,4,3,2,43903,44477
5,1,3,4,3,2,3040,0
5,2,3,4,3,1,4714,0
5,3,3,4,2,3,5753,0
5,4,3,4,2,3,9338,0
5,5,3,4,1,2,10722,0
5,6,3,4,3,1,11994,0
5,7,3,4,2,3,15082,0
5,8,3,4,3,2,17106,0
5,9,3,4,1,3,17988,0
5,10,3,4,2,1,19429,0
5,11,3,4,3,3,20881,0
5,12,3,4,3,2,29873,0
5,13,3,4,1,3,31633,0
5,14,3,4,2,1,32506,0
5,15,3,4,3,2,37363,0
5,16,3,4,3,2,38794,0
5,17,3,4,1,3,40682,0
5,18,3,4,2,1,41849,0
5,19,3,4,2,3,44450,0
5,20,3,4,1,2,46722,0
5,21,3,4,3,1,47506,0
5,22,3,4,3,2,48722,49260
6,1,3,5,3,2,940,0
6,2,3,5,3,1,4780,0
6,3,3,5,2,3,6109,0
6,4,3,5,2,3,6940,0
6,5,3,5,1,2,7948,0
6,6,3,5,3,1,8749,0
6,7,3,5,3,2,9732,0
6,8,3,5,1,3,10716,0
6,9,3,5,2,1,11996,0
6,10,3,5,2,3,12796,0
6,11,3,5,1,2,14085,14568
7,1,3,5,3,1,2077,0
7,2,3,5,1,2,4261,0
7,3,3,5,3,1,5095,0
7,4,3,5,2,3,6732,0
7,5,3,5,2,3,8812,0
7,6,3,5,1,2,9756,0
7,7,3,5,3,1,10772,0
7,8,3,5,3,2,13094,0
7,9,3,5,1,3,14165,0
7,10,3,5,2,1,16828,0
7,11,3,5,2,3,17787,0
7,12,3,5,1,2,18740,0
7,13,3,5,3,1,19645,20260
8,1,3,5,3,2,5828,0
8,2,3,5,3,1,6716,0
8,3,3,5,2,3,7852,0
8,4,3,5,1,3,8796,0
8,5,3,5,2,1,9836,10390
9,1,3,6,3,1,1479,0
9,2,3,6,3,2,2815,0
9,3,3,6,2,2,4031,0
9,4,3,6,1,3,10076,0
9,5,3,6,2,1,11031,0
9,6,3,6,3,2,12592,0
9,7,3,6,1,3,15575,0
9,8,3,6,2,3,16599,0
9,9,3,6,2,1,17464,0
9,10,3,6,3,2,19535,0
9,11,3,6,3,2,20345,0
9,12,3,6,1,3,21207,0
9,13,3,6,2,1,22158,0
9,14,3,6,1,3,23335,0
9,15,3,6,2,3,24557,25134
10,1,3,6,3,1,1298,0
10,2,3,6,2,2,3543,0
10,3,3,6,1,3,4896,0
10,4,3,6,2,1,5752,0
10,5,3,6,3,2,6581,0
10,6,3,6,3,2,7352,0
10,7,3,6,1,3,8432,0
10,8,3,6,2,3,9848,0
10,9,3,6,3,1,12137,0
10,10,3,6,2,3,13040,13613
11,1,3,6,2,1,1470,0
11,2,3,6,3,2,2358,0
11,3,3,6,3,2,3335,0
11,4,3,6,1,3,4246,0
11,5,3,6,2,3,5134,0
11,6,3,6,2,1,5967,6498
12,1,3,7,2,1,2686,0
12,2,3,7,3,2,3798,0
12,3,3,7,3,2,5830,0
12,4,3,7,1,3,6774,0
12,5,3,7,2,1,8302,0
12,6,3,7,2,3,9082,0
12,7,3,7,1,3,9926,11012
13,1,3,7,3,2,883,0
13,2,3,7,2,1,1982,0
13,3,3,7,1,3,4507,0
13,4,3,7,2,1,5507,0
13,5,3,7,3,2,6395,0
13,6,3,7,3,2,7187,0
13,7,3,7,1,3,8267,0
13,8,3,7,2,1,9203,0
13,9,3,7,2,2,10002,0
13,10,3,7,3,3,10995,0
13,11,3,7,2,3,12267,0
13,12,3,7,1,2,13251,13800
