Subnum trial run rule lastrule color font number resp corr last_corr corr_col corr_font corr_num persev persev_err abstime rt
1 1 1 1 -1 R T 2 1 1 0 1 0 0 0 0 4618 1068
1 2 1 1 -1 Y B 4 4 1 0 1 0 1 0 0 6251 2449
1 3 1 1 -1 B B 1 3 1 0 1 0 0 0 0 9252 782
1 4 1 1 -1 Y M 3 4 1 0 1 0 0 0 0 10586 810
1 5 1 1 -1 B B 3 3 1 0 1 0 1 0 0 11948 537
1 6 1 1 -1 Y M 2 4 1 0 1 0 0 0 0 13038 850
1 7 1 1 -1 G C 3 2 1 0 1 0 0 0 0 14440 848
1 8 1 1 -1 G B 4 2 1 0 1 0 0 0 0 15846 659
1 9 1 1 -1 R T 3 1 1 0 1 0 0 0 0 17063 834
1 10 1 1 -1 R T 4 1 1 0 1 0 0 0 0 18462 610
1 11 2 2 1 R C 2 4 1 0 0 1 0 0 0 19637 2593
1 12 2 2 1 G C 2 4 1 0 0 1 0 0 0 22782 890
1 13 2 2 1 B M 2 3 1 1 1 1 0 1 0 24224 862
1 14 2 2 1 B C 3 4 1 0 0 1 0 0 0 25638 1100
1 15 2 2 1 B B 4 1 1 0 0 1 0 0 0 27290 1388
1 16 2 2 1 G M 1 3 1 0 0 1 0 0 0 29243 2622
1 17 2 2 1 B T 4 2 1 0 0 1 0 0 0 32416 942
1 18 2 2 1 G B 1 1 1 0 0 1 1 0 0 33916 1813
1 19 2 2 1 Y B 3 1 1 0 0 1 0 0 0 36293 1112
1 20 2 2 1 G M 3 3 1 0 0 1 1 0 0 37970 1407
1 21 3 3 2 B T 2 2 1 1 0 1 1 1 0 39930 1728
1 22 3 3 2 R B 1 1 1 1 1 1 1 1 0 42217 1110
1 23 3 3 2 G C 4 4 1 1 0 1 1 1 0 43892 817
1 24 3 3 2 R B 1 1 1 1 1 1 1 1 0 45262 875
1 25 3 3 2 Y C 2 2 1 0 0 0 1 0 0 46702 750
1 26 3 3 2 G C 3 3 1 0 0 0 1 0 0 48011 635
1 27 3 3 2 G B 4 4 1 0 0 0 1 0 0 49198 977
1 28 3 3 2 G C 3 3 1 0 0 0 1 0 0 50728 723
1 29 3 3 2 G T 2 2 1 1 1 1 1 1 0 52008 893
1 30 3 3 2 G M 3 3 1 1 0 1 1 1 0 53462 1148
1 31 4 1 3 R T 4 1 1 0 1 0 0 0 0 55162 1172
1 32 4 1 3 Y M 3 4 1 0 1 0 0 0 0 56899 1855
1 33 4 1 3 Y T 1 4 1 0 1 0 0 0 0 59306 508
1 34 4 1 3 G T 2 2 1 1 1 1 1 1 0 60366 1456
1 35 4 1 3 B T 2 3 1 0 1 0 0 0 0 62380 5633
1 36 4 1 3 G C 2 2 1 1 1 0 1 1 0 68565 46539
1 37 4 1 3 R T 1 1 1 1 1 0 1 1 0 115662 2408
1 38 4 1 3 Y M 1 4 1 0 1 0 0 0 0 118635 4997
1 39 4 1 3 G C 3 2 1 0 1 0 0 0 0 124183 1608
1 40 4 1 3 R T 3 1 1 0 1 0 0 0 0 126350 1214
1 41 5 2 1 B M 2 3 1 1 1 1 0 1 0 128129 895
1 42 5 2 1 B B 1 3 0 1 1 0 0 1 1 129575 519
1 43 5 2 1 R M 2 3 1 0 0 1 0 0 0 130646 3151
1 44 5 2 1 B B 1 1 1 0 0 1 1 0 0 134349 2102
1 45 5 2 1 B C 3 4 1 0 0 1 0 0 0 137016 884
1 46 5 2 1 R C 3 4 1 0 0 1 0 0 0 138452 1216
1 47 5 2 1 B B 4 1 1 0 0 1 0 0 0 140220 1087
1 48 5 2 1 B B 4 1 1 0 0 1 0 0 0 141872 885
1 49 5 2 1 R B 4 1 1 1 1 1 0 1 0 143322 847
1 50 5 2 1 B M 1 3 1 1 1 1 0 1 0 144735 844
1 51 5 2 1 R C 3 4 1 0 0 1 0 0 0 146131 863
1 52 5 2 1 R B 2 1 1 1 1 1 0 1 0 147546 1075
1 53 6 3 2 R T 3 3 1 0 0 0 1 0 0 149186 2520
1 54 6 3 2 B M 4 4 1 0 0 0 1 0 0 152259 647
1 55 6 3 2 R T 2 2 1 1 0 1 1 1 0 153458 925
1 56 6 3 2 R T 3 3 1 0 0 0 1 0 0 154941 869
1 57 6 3 2 R M 1 1 1 0 1 0 1 0 0 156362 1102
1 58 6 3 2 Y M 3 3 1 1 0 1 1 1 0 158029 904
1 59 6 3 2 R C 3 3 1 0 0 0 1 0 0 159485 896
1 60 6 3 2 B M 2 2 1 0 0 0 1 0 0 160933 4073
1 61 6 3 2 B C 1 1 1 0 0 0 1 0 0 165564 1330
1 62 6 3 2 R T 2 2 1 1 0 1 1 1 0 167460 2537
