0 0 100 150
0 -0.0117647 100 150
0 -0.0228758 100 150
0 -0.0339869 100 150
0 -0.0457516 100 150
0 -0.0568627 100 150
0 -0.0686275 100 150
0 -0.0797386 100 150
0 -0.0915033 100 150
0 -0.103268 100 150
0 -0.114379 100 150
0 -0.126144 100 150
0 -0.135235 100 150
0 -0.146999 100 150
0 -0.158111 100 150
0 -0.168111 100 150
0 -0.179875 100 150
0 -0.188571 100 150
0 -0.199682 100 150
0 -0.210793 100 150
0 -0.223293 100 150
0 -0.233293 100 150
0 -0.245058 100 150
0 -0.256169 100 150
0 -0.26526 100 150
0 -0.276371 100 150
0 -0.285462 100 150
0 -0.296573 100 150
0 -0.307684 100 150
0 -0.319449 100 150
0 -0.33056 100 150
0 -0.339256 100 150
0 -0.346152 100 150
0 -0.357263 100 150
0 -0.368374 100 150
0 -0.376374 100 150
0 -0.388139 100 150
0 -0.39723 100 150
0 -0.407756 100 150
0 -0.41609 100 150
0 -0.42609 100 150
0 -0.437201 100 150
0 -0.447727 100 150
0 -0.457251 100 150
0 -0.468362 100 150
0 -0.480127 100 150
0 -0.491238 100 150
0 -0.500762 100 150
0 -0.512526 100 150
0 -0.521617 100 150
0 -0.533382 100 150
0 -0.544493 100 150
0 -0.555604 100 150
0 -0.56613 100 150
0 -0.573538 100 150
0 -0.584649 100 150
0 -0.59374 100 150
0 -0.605505 100 150
0 -0.612912 100 150
0 -0.624677 100 150
0 -0.635788 100 150
0 -0.64348 100 150
0 -0.655245 100 150
0 -0.667009 100 150
0 -0.678121 100 150
0 -0.689885 100 150
0 -0.70165 100 150
0 -0.712761 100 150
0 -0.719658 100 150
0 -0.730769 100 150
0 -0.741295 100 150
0 -0.749628 100 150
0 -0.76074 100 150
0 -0.770263 100 150
0 -0.782028 100 150
0 -0.793139 100 150
0 -0.804904 100 150
0 -0.816015 100 150
0 -0.826541 100 150
0 -0.837652 100 150
0 -0.849417 100 150
0 -0.858941 100 150
0 -0.870052 100 150
0 -0.881817 100 150
0 -0.892343 100 150
0 -0.901867 100 150
0 -0.913632 100 150
0 -0.924743 100 150
0 -0.931639 100 150
0 -0.94275 100 150
0 -0.954515 100 150
0 -0.965626 100 150
0 -0.973959 100 150
0 -0.985724 100 150
0 -0.996251 100 150
0 -1.00495 100 150
0 -1.01671 100 150
0 -1.02623 100 150
0 -1.03212 100 150
0 -1.04388 100 150
0 -1.05297 100 150
0 -1.05903 100 150
0 -1.07014 100 150
0 -1.07784 100 150
0 -1.08895 100 150
0 -1.09804 100 150
0 -1.10915 100 150
0 -1.12091 100 150
0 -1.13203 100 150
0 -1.14379 100 150
0 -1.15556 100 150
0 -1.16667 100 150
0 -1.17843 100 150
0 -1.18954 100 150
0 -1.20131 100 150
0 -1.21242 100 150
0 -1.22418 100 150
0 -1.23529 100 150
0 -1.2464 100 150
0 -1.25752 100 150
0 -1.26804 100 150
0 -1.27857 100 150
0 -1.29033 100 150
0 -1.3021 100 150
0 -1.31321 100 150
0 -1.32497 100 150
0 -1.33674 100 150
0 -1.34785 100 150
0 -1.35694 100 150
0 -1.36871 100 150
0 -1.37982 100 150
0 -1.38722 100 150
0 -1.39722 100 150
0 -1.40833 100 150
0 -1.41886 100 150
0 -1.42756 100 150
0 -1.43867 100 150
0 -1.44919 100 150
0 -1.46096 100 150
0 -1.47207 100 150
0 -1.48383 100 150
0 -1.4956 100 150
0 -1.50671 100 150
0 -1.51782 100 150
0 -1.52893 100 150
0 -1.54004 100 150
0 -1.55115 100 150
0 -1.56292 100 150
0 -1.57403 100 150
0 -1.58514 100 150
0 -1.59625 100 150
0 -1.60802 100 150
0 -1.61978 100 150
0 -1.62931 100 150
0 -1.64107 100 150
0 -1.64876 100 150
0 -1.65829 100 150
0 -1.67005 100 150
0 -1.68116 100 150
0 -1.69069 100 150
0 -1.7018 100 150
0 -1.71291 100 150
0 -1.72402 100 150
0 -1.73578 100 150
0 -1.7469 100 150
0 -1.75801 100 150
0 -1.76853 100 150
0 -1.77762 100 150
0 -1.78874 100 150
0 -1.79985 100 150
0 -1.80854 100 150
0 -1.81907 100 150
0 -1.83083 100 150
0 -1.84036 100 150
0 -1.85147 100 150
0 -1.86147 100 150
0 -1.87258 100 150
0 -1.88369 100 150
0 -1.8948 100 150
0 -1.9028 100 150
0 -1.91391 100 150
0 -1.92344 100 150
0 -1.93455 100 150
0 -1.94288 100 150
0 -1.95288 100 150
0 -1.96399 100 150
0 -1.97452 100 150
0 -1.98361 100 150
0 -1.99414 100 150
0 -2.00414 100 150
0 -2.01525 100 150
0 -2.02525 100 150
0 -2.03636 100 150
0 -2.04747 100 150
0 -2.05858 100 150
0 -2.06969 100 150
0 -2.0808 100 150
0 -2.09191 100 150
0 -2.09961 100 150
0 -2.10794 100 150
0 -2.11905 100 150
0 -2.13016 100 150
0 -2.14193 100 150
0 -2.15304 100 150
0 -2.1648 100 150
0 -2.17591 100 150
0 -2.18768 100 150
0 -2.19879 100 150
0 -2.20748 100 150
0 -2.2186 100 150
0 -2.22971 100 150
0 -2.23804 100 150
0 -2.24449 100 150
0 -2.25626 100 150
0 -2.26535 100 150
0 -2.27646 100 150
0 -2.28757 100 150
0 -2.29868 100 150
0 -2.30979 100 150
0 -2.3209 100 150
0 -2.32859 100 150
0 -2.33971 100 150
0 -2.35082 100 150
0 -2.36134 100 150
0 -2.37134 100 150
0 -2.38245 100 150
0 -2.39298 100 150
0 -2.40351 100 150
0 -2.41462 100 150
0 -2.42414 100 150
0 -2.43525 100 150
0 -2.44434 100 150
0 -2.45611 100 150
0 -2.46722 100 150
0 -2.47722 100 150
0 -2.48833 100 150
0 -2.49703 100 150
0 -2.50703 100 150
0 -2.51879 100 150
0 -2.52788 100 150
0 -2.53899 100 150
0 -2.5501 100 150
0 -2.55963 100 150
0 -2.57074 100 150
0 -2.57843 100 150
0 -2.58954 100 150
0 -2.60065 100 150
0 -2.60865 100 150
0 -2.61976 100 150
0 -2.63153 100 150
0 -2.64264 100 150
0 -2.65134 100 150
0 -2.66245 100 150
0 -2.6689 100 150
0 -2.68001 100 150
0 -2.68953 100 150
0 -2.69559 100 150
0 -2.70671 100 150
0 -2.71723 100 150
0 -2.72557 100 150
0 -2.73609 100 150
0 -2.74299 100 150
0 -2.75475 100 150
0 -2.76528 100 150
0 -2.77639 100 150
0 -2.78816 100 150
0 -2.79927 100 150
0 -2.81038 100 150
0 -2.82149 100 150
0 -2.8326 100 150
0 -2.84371 100 150
0 -2.85482 100 150
0 -2.86251 100 150
0 -2.86897 100 150
0 -2.87949 100 150
0 -2.88858 100 150
0 -2.90035 100 150
0 -2.91146 100 150
0 -2.92322 100 150
0 -2.93433 100 150
0 -2.9461 100 150
0 -2.95721 100 150
0 -2.96898 100 150
0 -2.98009 100 150
0 -2.9912 100 150
0 -3.00231 100 150
0 -3.01342 100 150
0 -3.02453 100 150
0 -3.03564 100 150
0 -3.04675 100 150
0 -3.05786 100 150
0 -3.06839 100 150
0 -3.08015 100 150
0 -3.09127 100 150
0 -3.10303 100 150
0 -3.11044 100 150
0 -3.12155 100 150
-0.0117647 -3.12155 100 150
-0.0228758 -3.12155 100 150
-0.0339869 -3.12155 100 150
-0.0457516 -3.12155 100 150
-0.0568627 -3.12155 100 150
-0.0686275 -3.12155 100 150
-0.0797386 -3.12155 100 150
-0.0908497 -3.12155 100 150
-0.102614 -3.12155 100 150
-0.11131 -3.12155 100 150
-0.122421 -3.12155 100 150
-0.132947 -3.12155 100 150
-0.143474 -3.12155 100 150
-0.154585 -3.12155 100 150
-0.162585 -3.12155 100 150
-0.171676 -3.12155 100 150
-0.182787 -3.12155 100 150
-0.194552 -3.12155 100 150
-0.203247 -3.12155 100 150
-0.214358 -3.12155 100 150
-0.225469 -3.12155 100 150
-0.235469 -3.12155 100 150
-0.246581 -3.12155 100 150
-0.257692 -3.12155 100 150
-0.268803 -3.12155 100 150
-0.280568 -3.12155 100 150
-0.291679 -3.12155 100 150
-0.30279 -3.12155 100 150
-0.313901 -3.12155 100 150
-0.325666 -3.12155 100 150
-0.336777 -3.12155 100 150
-0.348541 -3.12155 100 150
-0.359652 -3.12155 100 150
-0.370764 -3.12155 100 150
-0.381875 -3.12155 100 150
-0.392986 -3.12155 100 150
-0.402986 -3.12155 100 150
-0.414097 -3.12155 100 150
-0.425862 -3.12155 100 150
-0.436973 -3.12155 100 150
-0.446973 -3.12155 100 150
-0.458084 -3.12155 100 150
-0.469195 -3.12155 100 150
-0.480306 -3.12155 100 150
-0.491417 -3.12155 100 150
-0.502528 -3.12155 100 150
-0.513639 -3.12155 100 150
-0.524166 -3.12155 100 150
-0.535277 -3.12155 100 150
-0.546388 -3.12155 100 150
-0.557499 -3.12155 100 150
-0.567499 -3.12155 100 150
-0.578025 -3.12155 100 150
-0.589136 -3.12155 100 150
-0.600248 -3.12155 100 150
-0.611359 -3.12155 100 150
-0.62247 -3.12155 100 150
-0.633581 -3.12155 100 150
-0.644692 -3.12155 100 150
-0.654692 -3.12155 100 150
-0.666457 -3.12155 100 150
-0.677568 -3.12155 100 150
-0.688679 -3.12155 100 150
-0.699205 -3.12155 100 150
-0.710316 -3.12155 100 150
-0.721428 -3.12155 100 150
-0.732539 -3.12155 100 150
-0.74365 -3.12155 100 150
-0.754176 -3.12155 100 150
-0.765287 -3.12155 100 150
-0.776398 -3.12155 100 150
-0.787509 -3.12155 100 150
-0.798621 -3.12155 100 150
-0.810385 -3.12155 100 150
-0.817793 -3.12155 100 150
-0.828904 -3.12155 100 150
-0.840015 -3.12155 100 150
-0.851126 -3.12155 100 150
-0.862891 -3.12155 100 150
-0.873417 -3.12155 100 150
-0.884528 -3.12155 100 150
-0.895639 -3.12155 100 150
-0.907404 -3.12155 100 150
-0.916495 -3.12155 100 150
-0.927606 -3.12155 100 150
-0.938717 -3.12155 100 150
-0.949243 -3.12155 100 150
-0.960354 -3.12155 100 150
-0.971466 -3.12155 100 150
-0.98323 -3.12155 100 150
-0.994341 -3.12155 100 150
-1.00487 -3.12155 100 150
-1.01439 -3.12155 100 150
-1.0255 -3.12155 100 150
-1.03661 -3.12155 100 150
-1.04461 -3.12155 100 150
-1.05572 -3.12155 100 150
-1.06684 -3.12155 100 150
-1.07795 -3.12155 100 150
-1.08906 -3.12155 100 150
-1.09739 -3.12155 100 150
-1.1085 -3.12155 100 150
-1.11803 -3.12155 100 150
-1.12374 -3.12155 100 150
-1.13427 -3.12155 100 150
-1.14479 -3.12155 100 150
-1.15479 -3.12155 100 150
-1.16656 -3.12155 100 150
-1.17608 -3.12155 100 150
-1.18719 -3.12155 100 150
-1.1983 -3.12155 100 150
-1.21007 -3.12155 100 150
-1.22118 -3.12155 100 150
-1.23171 -3.12155 100 150
-1.24282 -3.12155 100 150
-1.25393 -3.12155 100 150
-1.26504 -3.12155 100 150
-1.27557 -3.12155 100 150
-1.28733 -3.12155 100 150
-1.29844 -3.12155 100 150
-1.30955 -3.12155 100 150
-1.32066 -3.12155 100 150
