Subnum trial run rule lastrule color shape number resp corr last_corr corr_col corr_shape corr_num persev persev_err abstime rt
0 36 2 2 1 Red Circle 1 4 1 0 0 1 0 0 0 270537 3318
0 37 3 3 2 Green Star 1 2 0 1 1 1 0 1 1 274677 13424
0 38 3 3 2 Yellow Triangle 4 4 1 0 0 0 1 0 0 288968 11212
0 39 3 3 2 Red Cross 3 3 1 1 0 1 1 1 0 301007 4109
0 40 3 3 2 Yellow Star 2 2 1 1 0 1 1 1 0 305941 6127
0 41 3 3 2 Yellow Triangle 3 3 1 0 1 0 1 0 0 312936 8852
0 42 3 3 2 Yellow Star 4 4 1 0 0 0 1 0 0 322614 4222
0 43 3 3 2 Blue Star 3 3 1 0 0 0 1 0 0 327659 7665
0 44 3 3 2 Red Star 1 1 1 0 1 0 1 0 0 336151 3245
0 45 3 3 2 Blue Circle 4 4 1 1 1 1 1 1 0 340303 6612
0 46 3 3 2 Yellow Cross 4 2 0 0 0 0 0 0 0 347739 11584
0 47 3 3 2 Yellow Circle 4 4 1 1 0 1 1 1 0 360187 10127
0 48 3 3 2 Blue Star 1 1 1 0 0 0 1 0 0 371137 22111
0 49 3 3 2 Yellow Circle 2 2 1 0 0 0 1 0 0 394161 1520
0 50 3 3 2 Blue Circle 3 3 1 0 0 0 1 0 0 396546 3294
0 51 3 3 2 Green Cross 3 3 1 1 0 1 1 1 0 400664 2176
0 52 3 3 2 Green Cross 4 4 1 0 0 0 1 0 0 403663 3177
0 53 3 3 2 Red Star 1 1 1 0 1 0 1 0 0 407663 3368
0 54 3 3 2 Green Star 4 4 1 0 0 0 1 0 0 411939 4171
0 55 3 3 2 Red Cross 4 4 1 0 0 0 1 0 0 416935 2992
0 56 3 3 2 Yellow Cross 1 1 1 0 0 0 1 0 0 420753 1974
0 57 4 1 3 Green Triangle 3 3 0 1 0 0 1 1 1 423633 4630
0 58 4 1 3 Yellow Circle 4 4 0 1 0 1 1 1 1 429087 5046
0 59 4 1 3 Green Circle 2 2 1 1 1 0 1 1 0 434959 4655
0 60 4 1 3 Blue Triangle 4 4 1 1 1 0 1 1 0 440482 3812
0 61 4 1 3 Blue Cross 4 4 1 1 1 0 1 1 0 445121 9157
0 62 4 1 3 Red Star 3 3 0 1 0 0 1 1 1 455102 3447
0 63 4 1 3 Yellow Cross 1 1 0 1 0 0 1 1 1 459375 10094
0 64 4 1 3 Green Cross 2 2 1 1 1 0 1 1 0 470376 5588
0 65 4 1 3 Blue Cross 1 4 1 0 1 0 0 0 0 476833 16058
0 66 4 1 3 Blue Circle 1 4 1 0 1 1 0 0 0 493714 3304
0 67 4 1 3 Blue Cross 3 4 1 0 1 0 0 0 0 497843 3367
0 68 4 1 3 Red Star 2 1 1 0 1 0 0 0 0 502036 2679
0 69 4 1 3 Red Cross 3 1 1 0 1 0 0 0 0 505620 2119
0 70 4 1 3 Red Circle 4 1 1 0 1 0 0 0 0 508647 1924
0 71 4 1 3 Green Star 4 2 1 0 1 1 0 0 0 511477 2838
0 72 4 1 3 Green Triangle 2 2 1 1 1 0 1 1 0 515181 3948
0 73 4 1 3 Green Cross 1 2 1 0 1 0 0 0 0 519995 3727
0 74 5 2 1 Green Circle 4 2 0 1 1 0 0 1 1 524587 2588
0 75 5 2 1 Red Star 2 2 1 0 0 1 1 0 0 528039 4418
0 76 5 2 1 Red Cross 2 3 1 0 0 1 0 0 0 533325 16545
0 77 5 2 1 Yellow Cross 2 3 1 1 1 1 0 1 0 550695 2153
0 78 5 2 1 Yellow Circle 1 4 1 0 0 1 0 0 0 553673 5815
0 79 5 2 1 Blue Star 1 2 1 0 0 1 0 0 0 560316 2779
0 80 5 2 1 Blue Star 2 2 1 0 0 1 1 0 0 563962 2478
0 81 5 2 1 Green Triangle 1 1 1 0 0 1 1 0 0 567306 3419
0 82 5 2 1 Yellow Triangle 2 1 1 0 0 1 0 0 0 571631 3502
0 83 5 2 1 Yellow Cross 4 3 1 1 1 1 0 1 0 576040 2663
0 84 5 2 1 Red Cross 1 3 1 0 0 1 0 0 0 579530 3925
0 85 6 3 2 Yellow Triangle 1 3 0 0 1 0 0 0 0 584280 9405
0 86 6 3 2 Red Star 4 1 0 0 1 0 0 0 0 594511 3191
0 87 6 3 2 Yellow Triangle 1 1 1 1 0 1 1 1 0 598608 2758
0 88 6 3 2 Green Cross 4 4 1 0 0 0 1 0 0 602275 3504
0 89 6 3 2 Green Cross 1 1 1 0 0 0 1 0 0 606603 3194
0 90 6 3 2 Red Triangle 3 3 1 0 0 0 1 0 0 610703 3461
0 91 6 3 2 Blue Circle 2 2 1 0 0 0 1 0 0 614990 2903
0 92 6 3 2 Yellow Cross 3 3 1 1 1 1 1 1 0 618758 3357
0 93 6 3 2 Red Triangle 1 1 1 1 1 1 1 1 0 622941 3366
0 94 6 3 2 Blue Triangle 3 3 1 0 0 0 1 0 0 627213 3455
0 95 6 3 2 Green Triangle 4 4 1 0 0 0 1 0 0 631494 3806
0 96 6 3 2 Green Triangle 2 2 1 0 1 0 1 0 0 636124 3432
