Subnum trial run rule lastrule color shape number resp corr last_corr corr_col corr_shape corr_num persev persev_err abstime rt
0 1 1 1 -1 Red Star 1 1 1 0 1 0 1 0 0 8597 5847
0 2 1 1 -1 Yellow Cross 4 3 1 0 1 1 0 0 0 15356 8822
0 3 1 1 -1 Blue Star 2 4 1 0 1 0 0 0 0 25001 9409
0 4 1 1 -1 Blue Circle 4 4 1 0 1 1 1 0 0 35257 6768
0 5 1 1 -1 Blue Circle 2 4 1 0 1 1 0 0 0 42848 2849
0 6 1 1 -1 Red Star 4 1 1 0 1 0 0 0 0 46521 2520
0 7 1 1 -1 Blue Star 3 4 1 0 1 0 0 0 0 49947 3038
0 8 1 1 -1 Blue Triangle 4 4 1 0 1 0 1 0 0 53807 18848
0 9 1 1 -1 Green Triangle 2 2 1 0 1 0 1 0 0 73478 2281
0 10 1 1 -1 Yellow Triangle 2 3 1 0 1 0 0 0 0 76622 3544
0 11 2 2 1 Red Circle 3 1 0 1 1 0 0 1 1 80991 24758
0 12 2 2 1 Blue Circle 4 4 1 1 1 1 1 1 1 106652 3208
0 13 2 2 1 Green Star 1 2 1 1 1 1 0 1 1 110683 6527
0 14 2 2 1 Blue Triangle 3 4 0 1 1 0 0 1 1 118072 3492
0 15 2 2 1 Green Circle 3 4 1 0 0 1 0 0 0 122386 7384
0 16 2 2 1 Red Cross 2 3 1 0 0 1 0 0 0 130597 13364
0 17 2 2 1 Yellow Star 3 2 1 0 0 1 0 0 0 144790 2594
0 18 2 2 1 Green Circle 3 4 1 0 0 1 0 0 0 148253 3002
0 19 2 2 1 Yellow Star 1 2 1 0 0 1 0 0 0 152084 3283
0 20 2 2 1 Blue Cross 4 3 1 0 0 1 0 0 0 156242 2758
0 21 2 2 1 Yellow Triangle 2 1 1 0 0 1 0 0 0 159823 2001
0 22 2 2 1 Green Circle 4 4 1 0 0 1 1 0 0 162727 2576
0 23 2 2 1 Green Triangle 3 1 1 0 0 1 0 0 0 166125 3458
0 24 2 2 1 Red Cross 2 3 1 0 0 1 0 0 0 170489 2430
0 25 3 3 2 Blue Star 1 2 0 1 0 1 0 1 1 173741 7225
