Subnum trial run rule lastrule color shape number resp corr last_corr corr_col corr_shape corr_num persev persev_err abstime rt
0 29 2 2 1 Yellow Circle 3 4 1 0 0 1 0 0 0 181481 1923
0 30 2 2 1 Blue Cross 1 3 1 0 0 1 0 0 0 184222 2006
0 31 2 2 1 Blue Circle 3 4 1 1 1 1 0 1 0 187046 1981
0 32 3 3 2 Blue Circle 1 4 0 1 1 1 0 1 1 189847 7422
0 33 3 3 2 Red Triangle 3 1 0 1 1 1 0 1 1 198088 7974
0 34 3 3 2 Red Triangle 1 1 1 1 1 1 1 1 0 206961 3526
0 35 3 3 2 Yellow Circle 2 2 1 0 0 0 1 0 0 211386 16415
0 36 3 3 2 Blue Circle 1 1 1 0 0 0 1 0 0 228660 2781
0 37 3 3 2 Blue Triangle 4 4 1 0 1 0 1 0 0 232340 2421
0 38 3 3 2 Yellow Triangle 3 3 1 0 1 0 1 0 0 235579 2855
0 39 3 3 2 Blue Triangle 2 2 1 0 0 0 1 0 0 239253 3118
0 40 3 3 2 Red Star 2 2 1 1 0 1 1 1 0 243229 3102
0 41 3 3 2 Green Circle 1 1 1 0 0 0 1 0 0 247191 2916
0 42 3 3 2 Green Star 1 1 1 0 0 0 1 0 0 251007 2821
0 43 3 3 2 Red Triangle 2 2 1 0 0 0 1 0 0 254729 1787
0 44 4 1 3 Yellow Cross 1 1 0 1 0 0 1 1 1 257377 4436
0 45 4 1 3 Blue Cross 4 4 1 1 1 0 1 1 0 262714 12972
0 46 4 1 3 Green Triangle 3 2 1 0 1 0 0 0 0 276504 23641
0 47 4 1 3 Yellow Cross 2 3 1 0 1 1 0 0 0 301006 2643
0 48 4 1 3 Blue Star 1 4 1 0 1 0 0 0 0 304468 5342
0 49 4 1 3 Blue Cross 1 4 1 0 1 0 0 0 0 310630 1804
0 50 4 1 3 Green Cross 4 2 1 0 1 0 0 0 0 313256 1939
0 51 4 1 3 Blue Star 4 4 1 1 1 0 1 1 0 316053 1766
0 52 4 1 3 Green Circle 2 2 1 1 1 0 1 1 0 318638 2846
0 53 4 1 3 Yellow Cross 1 3 1 0 1 1 0 0 0 322342 2534
0 54 4 1 3 Red Circle 1 1 1 1 1 0 1 1 0 325693 2422
0 55 5 2 1 Red Circle 2 1 0 1 1 0 0 1 1 329015 6270
0 56 5 2 1 Red Triangle 1 1 1 1 1 1 1 1 0 336186 10050
0 57 5 2 1 Green Circle 3 3 0 0 0 0 1 0 0 347136 5319
0 58 5 2 1 Yellow Star 1 2 1 0 0 1 0 0 0 353276 12004
0 59 5 2 1 Blue Triangle 3 1 1 0 0 1 0 0 0 366141 3460
0 60 5 2 1 Green Star 2 2 1 1 1 1 1 1 0 370500 9766
0 61 5 2 1 Blue Star 2 2 1 0 0 1 1 0 0 381126 4301
0 62 5 2 1 Green Circle 4 4 1 0 0 1 1 0 0 386286 3301
0 63 5 2 1 Green Cross 2 3 1 0 0 1 0 0 0 390408 3019
0 64 5 2 1 Red Circle 3 4 1 0 0 1 0 0 0 394247 2069
0 65 5 2 1 Green Triangle 1 1 1 0 0 1 1 0 0 397135 1997
0 66 5 2 1 Blue Circle 2 4 1 1 1 1 0 1 0 400031 2893
0 67 5 2 1 Green Cross 1 3 1 0 0 1 0 0 0 403743 2710
0 68 6 3 2 Blue Circle 3 4 0 1 1 1 0 1 1 407272 4214
0 69 6 3 2 Red Star 3 3 1 0 0 0 1 0 0 412307 4316
0 70 6 3 2 Yellow Circle 1 1 1 0 0 0 1 0 0 417445 10755
0 71 6 3 2 Red Circle 2 2 1 0 0 0 1 0 0 429099 2269
0 72 6 3 2 Red Star 4 4 1 0 0 0 1 0 0 432227 1804
0 73 6 3 2 Red Circle 4 4 1 1 0 1 1 1 0 434852 1364
0 74 6 3 2 Green Triangle 4 4 1 0 0 0 1 0 0 437034 3255
0 75 6 3 2 Green Star 2 2 1 1 1 1 1 1 0 441108 1557
0 76 6 3 2 Green Triangle 2 2 1 0 1 0 1 0 0 443526 2563
0 77 6 3 2 Red Cross 1 1 1 0 1 0 1 0 0 446965 2205
0 78 6 3 2 Red Cross 3 3 1 1 0 1 1 1 0 450069 2109
