Subnum trial run rule lastrule color shape number resp corr last_corr corr_col corr_shape corr_num persev persev_err abstime rt
0 1 1 1 -1 Green Triangle 1 1 0 0 0 1 1 0 0 1967 6298
0 2 1 1 -1 Blue Circle 2 2 0 0 0 0 1 0 0 9169 5600
0 3 1 1 -1 Red Triangle 3 3 0 0 0 0 1 0 0 15629 4556
0 4 1 1 -1 Yellow Triangle 2 2 0 0 0 0 1 0 0 21007 5939
0 5 1 1 -1 Green Star 4 2 1 0 1 1 0 0 0 27805 4534
0 6 1 1 -1 Green Cross 3 2 1 0 1 0 0 0 0 33199 18886
0 7 1 1 -1 Yellow Star 3 3 1 0 1 0 1 0 0 52945 2028
0 8 1 1 -1 Yellow Cross 2 3 1 0 1 1 0 0 0 55792 2358
0 9 1 1 -1 Green Circle 3 4 0 0 0 1 0 0 0 58969 3782
0 10 1 1 -1 Blue Cross 3 4 1 0 1 0 0 0 0 63570 23343
0 11 1 1 -1 Green Cross 2 2 1 0 1 0 1 0 0 87731 2854
0 12 1 1 -1 Yellow Triangle 4 3 1 0 1 0 0 0 0 91445 8877
0 13 1 1 -1 Yellow Circle 3 3 1 0 1 0 1 0 0 101143 1915
0 14 1 1 -1 Blue Circle 4 4 1 0 1 1 1 0 0 103878 2188
0 15 1 1 -1 Green Cross 3 2 1 0 1 0 0 0 0 106887 3965
0 16 1 1 -1 Green Circle 4 2 1 0 1 0 0 0 0 111711 1452
0 17 1 1 -1 Yellow Triangle 4 3 1 0 1 0 0 0 0 114021 2472
0 18 1 1 -1 Red Triangle 4 1 1 0 1 1 0 0 0 117313 1826
0 19 1 1 -1 Blue Star 3 4 1 0 1 0 0 0 0 120038 2263
0 20 2 2 1 Green Triangle 4 2 0 1 1 0 0 1 1 123121 12502
0 21 2 2 1 Green Cross 4 2 0 1 1 0 0 1 1 136481 4846
0 22 2 2 1 Yellow Cross 3 3 1 1 1 1 1 1 0 142187 13869
0 23 2 2 1 Green Star 4 2 1 1 1 1 0 1 0 156875 5238
0 24 2 2 1 Yellow Cross 3 3 1 1 1 1 1 1 0 162973 2684
0 25 2 2 1 Blue Cross 4 3 1 0 0 1 0 0 0 166478 3716
0 26 2 2 1 Yellow Triangle 1 1 1 0 0 1 1 0 0 171015 2107
0 27 2 2 1 Blue Cross 2 3 1 0 0 1 0 0 0 174021 3310
0 28 2 2 1 Green Cross 1 3 1 0 0 1 0 0 0 178151 2508
